SEQPLT,YEAR,PSTATABB,PNAME,ORISPL,LAT,LON,PLPRMFL,PLFUELCT,NAMEPCAP,COALFLAG,TOTALPOP,RAW_D_INDEX,RAW_D_LING,RAW_D_INCOME,RAW_D_MINOR,RAW_D_OVER64,RAW_D_UNDER5,RAW_D_LESSHS,N_D_INDEX_PER,N_D_LING_PER,N_D_INCOME_PER,N_D_MINOR_PER,N_D_OVER64_PER,N_D_UNDER5_PER,N_D_LESSHS_PER,S_D_INDEX_PER,S_D_LING_PER,S_D_INCOME_PER,S_D_MINOR_PER,S_D_OVER64_PER,S_D_UNDER5_PER,S_D_LESSHS_PER,N_D_INDEX,N_D_LING,N_D_INCOME,N_D_MINOR,N_D_OVER64,N_D_UNDER5,N_D_LESSHS,S_D_INDEX,S_D_LING,S_D_INCOME,S_D_MINOR,S_D_OVER64,S_D_UNDER5,S_D_LESSHS,DISTANCE
9382,2021,PA,TalenEnergy Martins Creek LLC Fishbach,3142,40.689064,-76.219639,DFO,OIL,37,,28277,0.24,0,0.41,0.06,0.2,0.05,0.1,40,0,70,17,68,54,57,61,0,76,35,61,59,66,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9383,2021,PA,TalenEnergy Martins Creek LLC Harrisburg,3143,40.257865,-76.857897,DFO,OIL,48,,98985,0.49,0.05,0.41,0.58,0.13,0.08,0.12,73,76,69,71,41,71,64,84,87,75,85,32,76,74,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9384,2021,PA,TalenEnergy Martins Creek LLC Harwood,3144,40.9353,-76.0284,DFO,OIL,32,,15354,0.53,0.15,0.52,0.53,0.15,0.08,0.19,77,89,82,69,46,76,79,86,95,86,84,37,81,88,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9385,2021,PA,TalenEnergy Martins Creek LLC Jenkins,3146,41.282405,-75.816439,DFO,OIL,32,,37549,0.22,0.02,0.3,0.13,0.21,0.06,0.08,36,62,54,29,72,57,49,57,74,59,53,66,62,57,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9386,2021,PA,TalenEnergy Martins Creek LLC Lock Haven,3147,41.1189,-77.4709,DFO,OIL,18.5,,16658,0.22,0.02,0.41,0.06,0.16,0.05,0.08,37,62,69,16,52,53,50,58,74,75,34,43,57,57,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9387,2021,PA,TalenEnergy Martins Creek LLC West Shore,3154,40.1908,-76.94579,DFO,OIL,37,,35945,0.19,0.02,0.2,0.21,0.2,0.05,0.06,31,64,37,40,68,50,42,51,76,40,64,61,54,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9388,2021,PA,TalenEnergy Martins Creek LLC Williamsport,3155,41.2361,-77.00755,DFO,OIL,32,,43752,0.29,0.01,0.41,0.18,0.17,0.05,0.1,50,57,69,36,57,52,55,70,68,75,60,48,56,64,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9389,2021,PA,TalenEnergy Susquehanna,6103,41.0919,-76.1462,NUC,NUCLEAR,2532,,1850,0.12,0,0.22,0.01,0.2,0.04,0.14,14,0,40,5,68,41,69,25,0,43,13,61,44,80,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9390,2021,PA,Temple SEGF,58897,39.98,-75.150556,NG,GAS,16,,418868,0.56,0.07,0.47,0.64,0.12,0.06,0.16,79,79,77,75,35,57,73,87,89,82,87,25,62,83,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9391,2021,PA,Temple Solar Arrays,60848,40.423484,-75.925225,SUN,SOLAR,2.2,,28364,0.21,0.03,0.19,0.24,0.18,0.05,0.09,35,67,34,44,60,50,52,56,79,36,67,51,54,60,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9392,2021,PA,Tenaska Westmoreland Generating Station,60464,40.175249,-79.696665,NG,GAS,1134,,3929,0.13,0,0.24,0.03,0.26,0.06,0.05,17,0,43,8,82,58,33,30,0,47,19,79,63,35,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9393,2021,PA,Titus,3115,40.3056,-75.9081,DFO,OIL,36,,87719,0.51,0.1,0.46,0.56,0.14,0.07,0.21,75,85,75,71,45,68,81,85,93,81,85,36,73,90,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9394,2021,PA,Tolna,3116,39.760634,-76.635341,DFO,OIL,54,,14109,0.11,0,0.13,0.08,0.24,0.04,0.08,12,0,23,21,79,44,51,21,0,25,41,76,48,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9395,2021,PA,Townsend Hydro,10285,40.733545,-80.314795,WAT,HYDRO,5.2,,36867,0.25,0.01,0.34,0.16,0.21,0.06,0.07,43,57,61,33,69,58,44,64,67,67,57,63,63,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9396,2021,PA,TPE Pennsylvania Solar 1 LLC,62686,40.198529,-76.161594,SUN,SOLAR,3.6,,31022,0.19,0.05,0.28,0.1,0.19,0.06,0.17,31,74,51,24,63,60,76,50,85,56,46,55,65,85,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9397,2021,PA,Trexlertown Solar Array North and South,57519,40.556211,-75.593873,SUN,SOLAR,1.9,,46452,0.2,0.02,0.14,0.26,0.19,0.06,0.04,33,64,26,46,63,55,31,53,77,28,69,55,60,34,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9398,2021,PA,Tullytown,58250,40.151389,-74.780556,LFG,BIOMASS,1.6,,32733,0.19,0.04,0.19,0.18,0.14,0.05,0.08,30,70,35,36,44,54,50,49,82,37,60,34,58,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9399,2021,PA,Twin Ridges Wind Farm,57998,39.760556,-78.874722,WND,WIND,139.4,,750,0.14,0.01,0.26,0.02,0.17,0.05,0.15,19,57,48,6,57,46,70,33,67,52,14,48,50,80,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9400,2021,PA,University Park Solar,62119,40.817019,-77.844117,SUN,SOLAR,1.5,,62687,0.39,0.04,0.5,0.22,0.09,0.03,0.02,63,72,80,41,22,26,16,78,84,84,65,15,28,17,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9401,2021,PA,US Steel (Clairton Coke),50729,40.3097,-79.8819,COG,COAL,31,Yes,36459,0.32,0,0.4,0.23,0.2,0.06,0.08,54,0,69,43,67,58,48,73,67,75,67,60,62,55,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9402,2021,PA,US Steel (Edgar Thomson),50732,40.3925,-79.8564,PRG,OTHF,52.5,,84171,0.39,0.01,0.41,0.37,0.2,0.06,0.07,63,58,70,57,66,61,43,79,69,76,77,58,66,49,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9403,2021,PA,Vitro Architectural Glass (PA),58051,40.126389,-77.164444,DFO,OIL,5,,7919,0.14,0.01,0.18,0.09,0.2,0.05,0.05,18,58,33,23,67,47,35,32,70,36,44,60,51,39,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9404,2021,PA,Wallenpaupack,3153,41.467858,-75.130895,WAT,HYDRO,40,,3168,0.21,0,0.33,0.1,0.25,0.05,0.1,35,0,58,23,81,46,58,55,0,64,45,78,50,67,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9405,2021,PA,Warren,3132,41.835947,-79.188668,NG,GAS,53.1,,10668,0.19,0,0.34,0.04,0.23,0.04,0.05,30,0,61,10,76,41,36,50,0,67,24,72,44,39,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9406,2021,PA,Warrior Ridge Hydro,10152,40.540042,-78.034628,WAT,HYDRO,2.8,,5603,0.2,0,0.28,0.21,0.17,0.02,0.1,33,0,51,40,58,21,57,54,0,55,64,49,22,67,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9407,2021,PA,Waste Management Arden LFGTE,57014,40.2058,-80.2611,LFG,BIOMASS,4.8,,29334,0.23,0.01,0.31,0.14,0.23,0.05,0.09,39,57,56,30,75,48,52,60,68,62,54,71,52,60,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9408,2021,PA,Waymart Wind,56001,41.5533,-75.4542,WND,WIND,64.5,,10689,0.29,0.01,0.4,0.23,0.18,0.03,0.15,50,57,68,42,60,35,70,70,68,74,66,52,37,80,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9409,2021,PA,West Campus Steam Plant,58194,40.792778,-77.864722,NG,GAS,14,,75397,0.36,0.04,0.45,0.22,0.1,0.03,0.02,60,72,74,42,25,30,16,77,84,80,66,18,31,17,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9410,2021,PA,Wheelabrator Falls,54746,40.162633,-74.768164,MSW,BIOMASS,53.3,,26027,0.33,0.07,0.3,0.36,0.11,0.06,0.13,56,79,53,56,33,55,67,74,89,58,77,24,60,77,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9411,2021,PA,Whitemarsh Central Utility Plant,56513,40.0975,-75.2428,NG,GAS,1.6,,55644,0.16,0.01,0.12,0.2,0.21,0.05,0.03,24,60,21,39,72,54,26,41,72,23,63,66,58,27,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9412,2021,PA,Whitetail Solar 1,62989,40.904211,-77.814218,SUN,SOLAR,13.5,,12503,0.15,0.01,0.24,0.06,0.19,0.05,0.06,21,60,44,16,66,51,37,37,71,48,35,58,55,41,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9413,2021,PA,Whitetail Solar 2,62990,39.904211,-77.814218,SUN,SOLAR,20,,3667,0.16,0,0.31,0.01,0.16,0.07,0.09,23,0,55,4,54,67,52,39,0,60,10,45,72,60,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9414,2021,PA,Whitetail Solar 3,62991,39.87817,-77.769144,SUN,SOLAR,20,,4446,0.13,0,0.21,0.04,0.14,0.09,0.07,16,0,39,12,42,80,43,28,0,42,27,32,84,49,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9415,2021,PA,William F Matson Generating Station,7128,40.432915,-78.002887,WAT,HYDRO,21.7,,780,0.16,0,0.3,0.02,0.24,0.06,0.08,24,0,54,8,79,56,47,41,0,59,19,76,60,54,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9416,2021,PA,Wind Park Bear Creek,56299,41.235278,-75.753056,WND,WIND,24,,1311,0.15,0.02,0.22,0.07,0.22,0.02,0.06,21,63,41,19,73,24,40,36,75,44,38,68,25,44,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9417,2021,PA,Wolf Run Energy,61263,41.610981,-76.299361,NG,GAS,22,,565,0.14,0,0.24,0.03,0.22,0.06,0.11,18,0,45,9,73,60,60,32,0,49,22,68,65,69,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9418,2021,PA,York County Resource Recovery,50215,40.0017,-76.7183,MSW,BIOMASS,36.5,,52057,0.37,0.04,0.36,0.39,0.15,0.06,0.14,61,71,63,58,47,61,67,78,83,69,78,38,66,78,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9419,2021,PA,York Energy Center,55524,39.7375,-76.306666,NG,GAS,1449.4,,4609,0.15,0,0.22,0.07,0.17,0.04,0.16,20,0,41,18,57,43,73,36,0,44,37,48,47,83,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9420,2021,PA,York Generation Company LLC,54693,39.985641,-76.676158,NG,GAS,52.2,,56043,0.34,0.03,0.32,0.34,0.17,0.06,0.13,57,70,58,54,56,56,65,75,82,64,75,47,60,75,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9421,2021,PA,York Haven,3117,40.113625,-76.71195,WAT,HYDRO,19.6,,9860,0.14,0,0.2,0.09,0.14,0.05,0.1,19,0,36,22,44,53,57,34,0,38,43,34,57,66,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9422,2021,PA,Yough Hydro Power,52036,39.801637,-79.368214,WAT,HYDRO,12.2,,1294,0.21,0,0.37,0.05,0.27,0.03,0.08,34,0,64,13,84,30,50,54,0,70,28,83,31,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.02,0.28,0.24,0.18,0.05,0.09,3
9423,2021,PR,AES ILUMINA,61036,17.947524,-66.15887,SUN,SOLAR,20,,11612,0.9,0.73,0.82,0.99,0.15,0.02,0.24,98,99,97,96,46,24,86,61,58,63,27,23,40,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9424,2021,PR,AES Puerto Rico,61082,17.947115,-66.1499,BIT,COAL,510,Yes,14710,0.9,0.76,0.82,0.99,0.14,0.03,0.22,98,99,97,96,43,32,83,61,65,63,27,21,51,51,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9425,2021,PR,Aguirre Plant,61146,17.9492,-66.234,RFO,OIL,1534,,8964,0.9,0.61,0.79,1,0.16,0.06,0.24,98,99,97,99,53,58,86,59,31,57,99,30,77,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9426,2021,PR,Arecibo Filtration Plant,61113,18.426418,-66.6325,SUN,SOLAR,1,,26655,0.89,0.69,0.79,1,0.19,0.03,0.21,98,99,96,97,64,30,81,56,49,55,30,41,47,49,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9427,2021,PR,Cambalache Plant,61150,18.471,-66.6969,DFO,OIL,247.5,,20348,0.91,0.71,0.83,1,0.23,0.04,0.23,99,99,98,97,75,43,84,67,51,66,31,57,63,54,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9428,2021,PR,Canovanas Filtration Plant,61114,18.377243,-65.87931,SUN,SOLAR,1,,64378,0.84,0.68,0.69,1,0.18,0.04,0.2,97,99,93,97,59,42,80,38,46,37,31,36,62,46,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9429,2021,PR,Caonillas,61225,18.277,-66.656,WAT,HYDRO,22,,9245,0.92,0.79,0.85,1,0.21,0.04,0.28,99,99,98,97,70,37,90,72,72,71,31,49,56,69,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9430,2021,PR,Central San Juan Plant,61148,18.4271,-66.1045,DFO,OIL,840,,131106,0.8,0.58,0.62,0.98,0.23,0.04,0.17,95,98,89,95,76,41,74,26,25,27,20,59,61,37,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9431,2021,PR,Cervecera de Puerto Rico,62410,18.207153,-67.14164,DFO,OIL,3.7,,58343,0.89,0.67,0.78,0.99,0.22,0.04,0.27,98,99,96,96,75,39,88,55,42,54,30,56,58,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9432,2021,PR,Costa Sur Plant,61147,18.003,-66.7597,NG,GAS,1032,,10352,0.91,0.73,0.82,1,0.2,0.04,0.21,99,99,97,97,67,45,82,65,58,64,31,45,65,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9433,2021,PR,Coto Laurel Solar Farm,61062,18.059965,-66.55043,SUN,SOLAR,10,,27764,0.88,0.77,0.77,1,0.2,0.03,0.22,98,99,96,97,66,32,84,53,69,52,31,44,50,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9434,2021,PR,Culebra,61226,18.316713,-65.27956,RFO,OIL,2.1,,1371,0.85,0.66,0.77,0.93,0.24,0.04,0.22,97,99,96,91,80,36,83,39,41,52,5,65,55,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9435,2021,PR,Daguao,61227,18.2364,-65.6656,DFO,OIL,42,,13108,0.91,0.7,0.83,0.99,0.23,0.04,0.24,99,99,98,96,76,38,86,66,50,67,24,59,58,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9436,2021,PR,Dos Bocas,61228,18.337,-66.667,WAT,HYDRO,15,,1949,0.92,0.89,0.85,1,0.22,0.03,0.31,99,99,98,97,72,31,92,72,93,71,31,52,49,74,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9437,2021,PR,Eaton Corp - Arecibo - Puerto Rico Hybrid,64613,18.470243,-66.72205,DFO,OIL,8.2,,31238,0.88,0.7,0.76,0.99,0.25,0.05,0.2,98,99,96,96,80,51,80,51,49,50,29,66,70,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9438,2021,PR,EcoElectrica,61034,17.981025,-66.75542,NG,GAS,580,,2887,0.93,0.77,0.86,1,0.2,0.05,0.29,99,99,98,97,69,47,90,75,67,74,31,48,66,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9439,2021,PR,El Yunque Filtration Plant,61112,18.37739,-65.81755,SUN,SOLAR,2,,36709,0.86,0.71,0.72,1,0.2,0.03,0.21,97,99,94,97,69,35,82,43,51,42,31,48,53,49,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9440,2021,PR,Fajardo MSWL,61109,18.293924,-65.68132,LFG,BIOMASS,2.4,,18802,0.89,0.65,0.78,0.99,0.2,0.04,0.23,98,99,96,96,67,36,84,54,38,55,25,46,55,54,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9441,2021,PR,Fort Buchanan Distributed Generation,61254,18.408354,-66.11616,SUN,SOLAR,6.4,,145133,0.8,0.59,0.61,0.99,0.22,0.04,0.16,95,99,88,96,72,41,74,26,27,25,24,53,61,37,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9442,2021,PR,Garzas,61229,18.0733,-66.73,WAT,HYDRO,12.2,,18325,0.92,0.73,0.84,1,0.17,0.05,0.27,99,99,98,97,55,48,88,69,56,68,30,31,68,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9443,2021,PR,GASNA 18P LLC,61102,18.453211,-66.09242,SUN,SOLAR,5,,81769,0.8,0.57,0.64,0.97,0.23,0.04,0.2,95,98,90,94,76,38,81,27,24,30,14,60,58,48,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9444,2021,PR,HIMA San Pablo - Caguas,61808,18.21805,-66.03833,DFO,OIL,9,,103455,0.8,0.64,0.61,0.99,0.19,0.04,0.16,95,99,89,96,65,37,72,26,37,26,25,43,56,35,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9445,2021,PR,HIMA San Pablo Bayamon,62841,18.39838,-66.14712,DFO,OIL,4.5,,171303,0.8,0.55,0.6,0.99,0.21,0.04,0.16,95,98,88,96,71,40,73,25,21,24,26,51,59,35,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9446,2021,PR,HIMA San Pablo Cupey,62851,18.372652,-66.04649,DFO,OIL,1.2,,181115,0.78,0.6,0.57,0.99,0.23,0.04,0.13,94,99,85,96,77,40,67,21,29,21,25,61,61,28,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9447,2021,PR,HIMA San Pablo Fajardo,62850,18.33643,-65.6547,DFO,OIL,3,,28963,0.88,0.64,0.77,1,0.22,0.05,0.19,98,99,96,97,74,45,78,53,37,51,31,56,65,43,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9448,2021,PR,HIMA San Pablo Humacao,62852,18.150795,-65.82669,DFO,OIL,1.6,,41662,0.88,0.73,0.76,1,0.23,0.04,0.21,98,99,96,97,76,42,82,50,58,49,31,58,62,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9449,2021,PR,Holsum de Puerto Rico Inc.,61639,18.409197,-66.23506,DFO,OIL,6.2,,73617,0.83,0.63,0.66,0.99,0.16,0.04,0.21,96,99,92,96,54,36,81,33,35,33,24,30,56,49,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9450,2021,PR,Horizon Energy (PR) Hybrid,61136,17.979256,-66.22053,SUN,SOLAR,15.1,,12917,0.91,0.67,0.81,1,0.15,0.06,0.25,98,99,97,99,49,59,87,64,44,62,99,26,77,61,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9451,2021,PR,Humacao Solar Project LLC,61133,18.134597,-65.82234,SUN,SOLAR,20,,37981,0.86,0.75,0.73,0.99,0.23,0.04,0.2,97,99,95,97,75,38,80,45,62,44,30,57,57,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9452,2021,PR,Janssen Ortho LLC,61659,18.244494,-65.9483,,,18.7,,48077,0.84,0.66,0.69,0.99,0.15,0.05,0.21,97,99,93,95,49,47,82,37,40,37,22,26,67,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9453,2021,PR,Jobos,61171,17.9602,-66.1398,DFO,OIL,42,,25444,0.89,0.76,0.79,0.99,0.17,0.05,0.2,98,99,97,96,56,47,80,57,67,56,30,33,67,46,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9454,2021,PR,Martino,61063,18.05695,-66.57895,SUN,SOLAR,3.6,,36113,0.88,0.77,0.76,0.99,0.22,0.04,0.22,98,99,96,97,73,40,83,49,69,48,30,54,60,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9455,2021,PR,Mayaguez Plant,61151,18.2186,-67.1592,DFO,OIL,220,,47814,0.9,0.67,0.81,0.99,0.22,0.04,0.28,98,99,97,97,75,38,89,61,43,60,30,56,58,67,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9456,2021,PR,Medtronic Solar,61137,18.236289,-65.91161,SUN,SOLAR,4,,41540,0.86,0.65,0.72,0.99,0.16,0.05,0.25,97,99,94,96,52,48,87,42,38,42,29,28,68,61,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9457,2021,PR,Oriana Energy Hybrid,61083,18.475032,-67.04641,SUN,SOLAR,66.8,,36248,0.91,0.7,0.82,0.99,0.19,0.04,0.29,99,99,97,96,63,39,90,64,51,65,26,41,58,70,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9458,2021,PR,Palo Seco Plant,61149,18.4559,-66.1484,RFO,OIL,728,,76438,0.83,0.59,0.65,0.99,0.21,0.04,0.19,96,98,91,96,70,38,79,33,27,32,24,50,57,45,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9459,2021,PR,Patillas,61230,18.017,-66.019,WAT,HYDRO,1.4,,17920,0.91,0.78,0.82,1,0.21,0.04,0.25,99,99,97,97,71,36,87,65,70,64,31,51,55,60,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9460,2021,PR,Pattern Santa Isabel LLC,61014,17.971696,-66.39315,WND,WIND,101.2,,16092,0.86,0.62,0.73,1,0.17,0.05,0.15,97,99,94,97,56,49,70,44,32,43,31,33,68,32,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9461,2021,PR,Pfizer Guayama,61064,17.963472,-66.14796,SUN,SOLAR,2.7,,23886,0.9,0.77,0.8,0.99,0.16,0.05,0.2,98,99,97,96,51,46,80,59,69,58,30,27,66,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9462,2021,PR,Pfizer Vega Baja,61065,18.450607,-66.35,SUN,SOLAR,3.1,,35247,0.88,0.66,0.77,0.98,0.2,0.05,0.3,98,99,96,95,66,52,91,50,40,51,21,44,72,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9463,2021,PR,Punta Lima Wind Farm,61132,18.189872,-65.6952,WND,WIND,23.4,,8851,0.9,0.74,0.82,0.98,0.13,0.05,0.17,98,99,97,95,39,46,75,61,61,63,20,18,66,39,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
